,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
83,금복당,서울특별시 강남구 영동대로 513 코엑스몰 B1 P103호,한정식 / 백반 / 정통 한식,만원-2만원,5,4.3
84,재희키친,서울특별시 강남구 영동대로114길 9 2F,한정식 / 백반 / 정통 한식,만원-2만원,25,4.2
85,경평면옥,서울특별시 강남구 삼성로104길 12,국수 / 면 요리,만원-2만원,20,4.0
86,벽돌집,서울특별시 강남구 테헤란로81길 60-5,고기 요리,만원-2만원,19,3.9
87,원조한방정통삼계탕,서울특별시 강남구 테헤란로81길 35,탕 / 찌개 / 전골,만원-2만원,11,3.9
88,아야진생태찌개,서울특별시 강남구 삼성로108길 8,해산물 요리,만원-2만원,11,3.8
89,문어앤치킨,서울특별시 강남구 삼성로104길 24,닭 / 오리 요리,만원-2만원,9,3.8
90,목포명가,서울특별시 강남구 삼성로100길 23-22,해산물 요리,만원-2만원,14,3.7
91,사이드쇼,서울특별시 강남구 테헤란로87길 22,기타 한식,만원-2만원,40,3.6
92,진대감,서울특별시 강남구 테헤란로81길 47 태령빌딩 1F,고기 요리,만원-2만원,9,3.6
93,오발탄,서울특별시 강남구 삼성로 606 동성빌딩,고기 요리,만원-2만원,5,3.5
94,멍텅구리꼼장어,서울특별시 강남구 봉은사로 445,해산물 요리,만원-2만원,7,3.5
95,맛자랑,서울특별시 강남구 선릉로 524,국수 / 면 요리,만원-2만원,20,3.4
96,흑돈가,서울특별시 강남구 봉은사로86길 14 신정인터네셔널,고기 요리,만원-2만원,34,3.4
97,사람사는 고깃집 김일도,서울특별시 강남구 삼성로104길 17 대모빌딩 1F,고기 요리,만원-2만원,9,3.4
98,사리원불고기,서울특별시 강남구 영동대로 513 코엑스몰 B1 D108호,고기 요리,만원-2만원,14,3.1
99,무월식탁,서울특별시 강남구 테헤란로 521 파르나스몰 B1 F-16,한정식 / 백반 / 정통 한식,만원-2만원,6,3.1
100,해초섬,서울특별시 강남구 영동대로 513 호텔오크우드프리미어 B1,한정식 / 백반 / 정통 한식,만원-2만원,3,
101,교촌치킨,서울특별시 강남구 봉은사로 451,닭 / 오리 요리,만원-2만원,7,
102,한국돈거래소,서울특별시 강남구 삼성로100길 23-6,고기 요리,만원-2만원,3,
103,공이집,서울특별시 강남구 학동로 520 삼예빌딩 1F,한정식 / 백반 / 정통 한식,만원-2만원,4,
104,이십사절기,서울특별시 강남구 테헤란로 517 현대백화점 무역센터점 B1,한정식 / 백반 / 정통 한식,만원-2만원,7,
105,소문난집,서울특별시 강남구 선릉로 664,닭 / 오리 요리,만원-2만원,6,
106,깐부치킨,서울특별시 강남구 삼성로96길 3,닭 / 오리 요리,만원-2만원,1,
107,탐라도야지,서울특별시 강남구 삼성로104길 13,고기 요리,만원-2만원,4,
108,초원 족발,서울특별시 강남구 테헤란로81길 22,고기 요리,만원-2만원,2,
109,강남한우정육식당,서울특별시 강남구 삼성로 546,고기 요리,만원-2만원,2,
110,이대성의진면목,서울특별시 강남구 삼성로100길 23-3 1F,탕 / 찌개 / 전골,만원-2만원,5,
111,곰바위,서울특별시 강남구 삼성로 542,고기 요리,만원-2만원,5,
112,모박사부대찌개,서울특별시 강남구 영동대로 513 코엑스몰 B1 M101호,탕 / 찌개 / 전골,만원-2만원,4,
113,반하는보쌈앤밥상,서울특별시 강남구 영동대로 513 코엑스몰 B1 M103호,고기 요리,만원-2만원,5,
114,앙마꼬치,서울특별시 강남구 봉은사로 467 1F,기타 한식,만원-2만원,5,
115,내림손삼계탕,서울특별시 강남구 봉은사로112길 16-4,탕 / 찌개 / 전골,만원-2만원,2,
116,고봉삼계탕,서울특별시 강남구 봉은사로 524 코엑스몰 B1 K109호,탕 / 찌개 / 전골,만원-2만원,6,
117,자연의원죽,서울특별시 강남구 영동대로114길 7,기타 한식,만원-2만원,3,
118,삼육가,서울특별시 강남구 테헤란로81길 38,고기 요리,만원-2만원,1,
119,최고야닭갈비,서울특별시 강남구 삼성로100길 23-2,닭 / 오리 요리,만원-2만원,2,
120,예가낙지마을,서울특별시 강남구 영동대로 513 코엑스몰 B1 O110호 ,해산물 요리,만원-2만원,1,
121,피닉스,서울특별시 강남구 테헤란로 517 현대백화점 무역센터점 B1,탕 / 찌개 / 전골,만원-2만원,7,
122,고반식당,서울특별시 강남구 테헤란로81길 16 화성빌딩 1F,고기 요리,만원-2만원,3,
123,종인이네 만두,서울특별시 강남구 테헤란로81길 60-4 1F,탕 / 찌개 / 전골,만원-2만원,2,
124,곰작골나주곰탕,서울특별시 강남구 삼성로100길 8 우경빌딩,탕 / 찌개 / 전골,만원-2만원,1,
125,홍수계찜닭,서울특별시 강남구 봉은사로 524 오크우드프리미어호텔 컨벤션별관 B2,닭 / 오리 요리,만원-2만원,3,
126,삼성집,서울특별시 강남구 테헤란로83길 44 성진빌딩 1F,고기 요리,만원-2만원,2,
127,BHC치킨,서울특별시 강남구 영동대로 611,닭 / 오리 요리,만원-2만원,3,
128,고궁전주비빔밥,서울특별시 강남구 봉은사로 524 코엑스인터콘티넨탈서울,한정식 / 백반 / 정통 한식,만원-2만원,2,
129,먹어도돼지,서울특별시 강남구 학동로56길 32,고기 요리,만원-2만원,1,
130,제주오전복,서울특별시 강남구 테헤란로87길 36,해산물 요리,만원-2만원,3,
131,새마을식당,서울특별시 강남구 삼성로104길 23 성지빌딩,고기 요리,만원-2만원,2,
132,철그릴,서울특별시 강남구 테헤란로 517 현대백화점 무역센터점 10F,퓨전 한식,만원-2만원,2,
133,슐미랭삼,서울특별시 강남구 봉은사로82길 31  예논빌딩 2F,고기 요리,만원-2만원,1,
134,쭈불 & 쭈불,서울특별시 강남구 테헤란로87길 22 코엑스몰 B1,기타 한식,만원-2만원,2,
135,돈꼬레,서울특별시 강남구 삼성로96길 13,고기 요리,만원-2만원,1,
136,예손순두부,서울특별시 강남구 테헤란로87길 21,탕 / 찌개 / 전골,만원-2만원,1,
137,갈비야,서울특별시 강남구 봉은사로112길 6 익성빌딩,고기 요리,만원-2만원,1,
138,지호한방삼계탕,서울특별시 강남구 영동대로115길 16,탕 / 찌개 / 전골,만원-2만원,2,
139,해물떡찜앤안동찜닭,서울특별시 강남구 영동대로 513 코엑스몰 B1 M109호,닭 / 오리 요리,만원-2만원,3,
140,이향,서울특별시 강남구 테헤란로81길 30,한정식 / 백반 / 정통 한식,만원-2만원,1,
141,오징어청춘,서울특별시 강남구 삼성로96길 7,해산물 요리,만원-2만원,1,
142,BHC치킨,서울특별시 강남구 학동로56길 26,닭 / 오리 요리,만원-2만원,1,
143,본죽,서울특별시 강남구 테헤란로87길 22 코엑스몰 B1,기타 한식,만원-2만원,2,
144,광화문석갈비,서울특별시 강남구 테헤란로87길 22 도심공항터미널 1F,고기 요리,만원-2만원,3,
145,깐부치킨,서울특별시 강남구 선릉로 604 호산프라자,닭 / 오리 요리,만원-2만원,2,
146,여유돼지,서울특별시 강남구 선릉로112길 26,고기 요리,만원-2만원,2,
147,대가집,서울특별시 강남구 영동대로 513 코엑스몰 B1 B01호,한정식 / 백반 / 정통 한식,만원-2만원,2,
148,제주순옥이네명가,서울특별시 강남구 테헤란로 517 현대백화점 무역센터점 10F,해산물 요리,만원-2만원,1,
149,이천가든,서울특별시 강남구 영동대로 517,한정식 / 백반 / 정통 한식,만원-2만원,2,
150,돈주는남자,서울특별시 강남구 봉은사로108길 3-10,고기 요리,만원-2만원,1,
151,연안식당,서울특별시 강남구 테헤란로87길 47,해산물 요리,만원-2만원,1,
152,소나무식당,서울특별시 강남구 영동대로96길 37 B1,해산물 요리,만원-2만원,1,
153,장수가,서울특별시 강남구 테헤란로81길 16,고기 요리,만원-2만원,1,
154,옛골원조양평해장국,서울특별시 강남구 영동대로106길 29 세요빌딩,탕 / 찌개 / 전골,만원-2만원,1,
155,무교낙지,서울특별시 강남구 테헤란로87길 22 코엑스몰 B1,해산물 요리,만원-2만원,1,
156,삼성족발,서울특별시 강남구 영동대로112길 9 1F,고기 요리,만원-2만원,1,
