,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점,lat,lng
51,무아국수,서울특별시 강남구 학동로 338 강남파라곤 B114호,국수 / 면 요리,만원 미만,5,,37.5164665,127.0404191
52,괴다한국순대,서울특별시 강남구 선릉로129길 13 1F,탕 / 찌개 / 전골,만원 미만,4,,37.5160445,127.0404923
53,스쿨푸드,서울특별시 강남구 봉은사로25길 18 B1,퓨전 한식,만원 미만,3,,37.5083126,127.0323265
54,청국장,서울특별시 강남구 언주로148길 14,탕 / 찌개 / 전골,만원 미만,2,,37.5202946,127.0359457
55,막내네,서울특별시 강남구 도산대로30길 21,한정식 / 백반 / 정통 한식,만원 미만,1,,37.5185225,127.0300273
56,방일해장국,서울특별시 강남구 봉은사로37길 31,탕 / 찌개 / 전골,만원 미만,1,,37.5101178,127.0355665
57,쏭스핫도그,서울특별시 강남구 강남대로122길 50 상명빌딩,기타 한식,만원 미만,2,,37.5088758,127.0270586
58,팔각도,서울특별시 강남구 강남대로128길 6 1F,닭 / 오리 요리,만원 미만,2,,37.5096928,127.0227781
59,부산할매돼지국밥두레반,서울특별시 강남구 선릉로 713,탕 / 찌개 / 전골,만원 미만,2,,37.5185372,127.0405498
60,우원돈가스,서울특별시 강남구 학동로3길 6,기타 한식,만원 미만,3,,37.511898,127.022703
61,밥짓는카페,서울특별시 강남구 논현로139길 3,기타 한식,만원 미만,1,,37.5165818,127.0290682
62,완성식당,서울특별시 강남구 선릉로125길 7,한정식 / 백반 / 정통 한식,만원 미만,1,,37.5148018,127.0413702
63,무쇠막김치찌개 김치삼겹살,서울특별시 강남구 학동로1길 18,탕 / 찌개 / 전골,만원 미만,1,,37.5125283,127.0217853
64,신사김밥수제비,서울특별시 강남구 도산대로8길 9,기타 한식,만원 미만,1,,37.5158713,127.0223714
65,한양김밥,서울특별시 강남구 학동로4길 28,기타 한식,만원 미만,1,,37.5095916,127.023509
66,논현오뎅,서울특별시 강남구 학동로6길 55,기타 한식,만원 미만,1,,37.5090425,127.0269512
67,류창희국수,서울특별시 강남구 선릉로121길 11 향원빌딩 101호,국수 / 면 요리,만원 미만,1,,37.5137647,127.0414796
68,백암왕순대,서울특별시 강남구 선릉로129길 5,탕 / 찌개 / 전골,만원 미만,3,,37.5161975,127.04103
69,명동칼국수,서울특별시 강남구 논현로132길 8,탕 / 찌개 / 전골,만원 미만,1,,37.5147442,127.0311022
70,양평해장국,서울특별시 강남구 학동로 158 율암빌딩,탕 / 찌개 / 전골,만원 미만,1,,37.5129034,127.0282439
71,팔당충무김밥국수,서울특별시 강남구 언주로134길 29 1F,기타 한식,만원 미만,2,,37.5170588,127.0379115
72,강남통닭,서울특별시 강남구 언주로150길 24,닭 / 오리 요리,만원 미만,2,,37.5212746,127.0362272
73,버텍스,서울특별시 강남구 강남대로124길 74,퓨전 한식,만원 미만,1,,37.5112704,127.0275603
74,만복국수집,서울특별시 강남구 강남대로122길 16,국수 / 면 요리,만원 미만,1,,37.5079012,127.0243691
75,부대찌개매니아돈돌,서울특별시 강남구 선릉로127길 5,탕 / 찌개 / 전골,만원 미만,1,,37.5154864,127.0413354
76,눈치까스,서울특별시 강남구 논현로136길 5-5 1F,기타 한식,만원 미만,1,,37.5162603,127.0301821
77,부산아지매국밥,서울특별시 강남구 학동로 165 마일스디오빌,탕 / 찌개 / 전골,만원 미만,2,,37.5137366,127.0289383
78,두릉도원북촌순두부,서울특별시 강남구 학동로4길 15 동화상가,탕 / 찌개 / 전골,만원 미만,1,,37.5092726,127.0239086
79,올래밥상,서울특별시 강남구 논현로 613,한정식 / 백반 / 정통 한식,만원 미만,1,,37.5084752,127.0329228
80,밀양손만두,서울특별시 강남구 봉은사로37길 43,한정식 / 백반 / 정통 한식,만원 미만,1,,37.5108681,127.0350919
81,다다돈까스,서울특별시 강남구 봉은사로33길 12,기타 한식,만원 미만,1,,37.5088388,127.0356236
82,죠스익스프레스,서울특별시 강남구 논현로114길 22,기타 한식,만원 미만,1,,37.5088582,127.0352445
83,담소소사골순대육개장,서울특별시 강남구 선릉로131길 25,탕 / 찌개 / 전골,만원 미만,1,,37.5171263,127.0389061
84,문스낵,서울특별시 강남구 언주로125길 11 1F,기타 한식,만원 미만,1,,37.5128201,127.0343598
85,길동우동,서울특별시 강남구 강남대로 594,기타 한식,만원 미만,2,,37.514757,127.0203185
86,쭈꾸미한상,서울특별시 강남구 강남대로128길 10 2F,해산물 요리,만원 미만,1,,37.5097195,127.0230639
87,담미온,서울특별시 강남구 논현로 712,탕 / 찌개 / 전골,만원 미만,1,,37.5156699,127.0302712
88,다옴분식,서울특별시 강남구 학동로 223 대영빌딩,기타 한식,만원 미만,1,,37.5143253,127.0329808
89,갈현동할머니떡볶이,서울특별시 강남구 강남대로118길 12,기타 한식,만원 미만,2,,37.5062573,127.024766
90,부산아지매국밥,서울특별시 강남구 봉은사로 177 1F,탕 / 찌개 / 전골,만원 미만,1,,37.5073302,127.0331751
91,떡순튀,서울특별시 강남구 봉은사로11길 12 논현 e편한세상 B1 103호,기타 한식,만원 미만,1,,37.5066597,127.0289875
92,강남불백,서울특별시 강남구 언주로134길 9,고기 요리,만원 미만,1,,37.5167461,127.0363579
93,아바이왕순대,서울특별시 강남구 논현로111길 20,탕 / 찌개 / 전골,만원 미만,1,,37.5074728,127.0318838
94,선정돈가스,서울특별시 강남구 선릉로111길 10,기타 한식,만원 미만,1,,37.5107747,127.0425472
95,마리야,서울특별시 강남구 학동로 지하180,기타 한식,만원 미만,1,,37.5148554,127.033969
96,낭풍,서울특별시 강남구 선릉로127길 5 대진빌딩,탕 / 찌개 / 전골,만원 미만,1,,37.5154864,127.0413354
97,스피드박스,서울특별시 강남구 논현로153길 24,기타 한식,만원 미만,1,,37.5210505,127.0261584
98,국수와 전,서울특별시 강남구 선릉로131길 4,국수 / 면 요리,만원 미만,1,,37.5179327,127.0405643
99,명동칼국수,서울특별시 강남구 언주로129길 20,국수 / 면 요리,만원 미만,1,,37.5141876,127.0335595
100,행복밥상,서울특별시 강남구 논현로149길 77,탕 / 찌개 / 전골,만원 미만,1,,37.5162886,127.022467
101,맛짱조개,서울특별시 강남구 언주로136길 10,해산물 요리,만원-2만원,51,4.8,37.5171236,127.0363553
102,진미평양냉면,서울특별시 강남구 학동로 305-3,국수 / 면 요리,만원-2만원,257,4.5,37.5161072,127.0360301
103,은화계,서울특별시 강남구 도산대로 152,닭 / 오리 요리,만원-2만원,21,4.4,37.5181233,127.025218
104,영동소금구이,서울특별시 강남구 강남대로124길 10 1F,고기 요리,만원-2만원,19,4.4,37.5088173,127.0234738
105,효도치킨 (휴업중),서울특별시 강남구 도산대로46길 21 한진로즈힐아파트상가 101동 120호,닭 / 오리 요리,만원-2만원,52,4.3,37.5206804,127.0371595
106,토영자갈치곰장어,서울특별시 강남구 학동로2길 20 창빌딩 1F,해산물 요리,만원-2만원,9,4.3,37.5100101,127.0225783
