,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
61,은호식당,서울특별시 중구 남대문시장4길 28-4,탕 / 찌개 / 전골,만원-2만원,11,3.9
62,인천집,서울특별시 중구 다동길 36,기타 한식,만원-2만원,11,3.8
63,곰국시집,서울특별시 중구 무교로 24,탕 / 찌개 / 전골,만원-2만원,34,3.7
64,금성관 나주곰탕나주전,서울특별시 중구 남대문로 27-1,탕 / 찌개 / 전골,만원-2만원,5,3.5
65,구이구이,서울특별시 중구 을지로 6,한정식 / 백반 / 정통 한식,만원-2만원,5,3.4
66,고려삼계탕,서울특별시 중구 서소문로11길 1,탕 / 찌개 / 전골,만원-2만원,17,3.3
67,세광양대창,서울특별시 중구 남대문로1길 37 1F,고기 요리,만원-2만원,6,3.2
68,한성식당,서울특별시 중구 서소문로11길 8,탕 / 찌개 / 전골,만원-2만원,5,3.1
69,강서면옥,서울특별시 중구 세종대로11길 35,국수 / 면 요리,만원-2만원,5,3.1
70,삼성빨간양념,서울특별시 중구 남대문로1길 39,고기 요리,만원-2만원,5,
71,소호정,서울특별시 중구 서소문로 50,국수 / 면 요리,만원-2만원,7,
72,십원집,서울특별시 중구 서소문로 134-6,고기 요리,만원-2만원,5,
73,남도한식고운님,서울특별시 중구 세종대로 82 2F,한정식 / 백반 / 정통 한식,만원-2만원,5,
74,삼수갑산,서울특별시 중구 세종대로4길 25,한정식 / 백반 / 정통 한식,만원-2만원,2,
75,소호정,서울특별시 중구 무교로 17-25,국수 / 면 요리,만원-2만원,4,
76,동호민물장어,서울특별시 중구 세종대로18길 6-1,해산물 요리,만원-2만원,3,
77,깐부치킨,서울특별시 중구 서소문로 38,닭 / 오리 요리,만원-2만원,3,
78,풍문고기집,서울특별시 중구 세종대로2길 6-1,고기 요리,만원-2만원,4,
79,남매집,서울특별시 중구 남대문로1길 41,고기 요리,만원-2만원,6,
80,소공죽집,서울특별시 중구 서소문로 139,기타 한식,만원-2만원,3,
81,국민회관,서울특별시 중구 만리재로 209-2 1F 1호,고기 요리,만원-2만원,4,
82,진도집,서울특별시 중구 남대문로1길 33 2F,해산물 요리,만원-2만원,3,
83,다흰정,서울특별시 중구 남대문로 2 경모빌딩 2F,고기 요리,만원-2만원,6,
84,한국관,서울특별시 중구 남대문로1길 51,탕 / 찌개 / 전골,만원-2만원,5,
