,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
344,크레마디몬타냐,서울특별시 중구 퇴계로 77 신세계백화점 본점 B1,카페 / 디저트,만원 미만,21,3.7
345,티라펠리체,서울특별시 중구 남대문로 81 롯데백화점 본점 B1,카페 / 디저트,만원 미만,16,3.7
346,After Jerk Off,서울특별시 중구 수표로 42-21 4F,카페 / 디저트,만원 미만,17,3.6
347,원더브레드,서울특별시 중구 삼일대로8길 19,베이커리,만원 미만,10,3.6
348,MWM,서울특별시 중구 수표로 35-1 4F,카페 / 디저트,만원 미만,9,3.5
349,무니,서울특별시 용산구 신흥로20길 37,카페 / 디저트,만원 미만,7,3.5
350,크림시크,서울특별시 중구 명동7길 13,카페 / 디저트,만원 미만,7,3.5
351,10 꼬르소꼬모,서울특별시 중구 남대문로 73 5F,카페 / 디저트,만원 미만,8,3.4
352,파운즈,서울특별시 용산구 두텁바위로38길 29-17 1F,카페 / 디저트,만원 미만,6,3.4
353,몰또이탈리안에스프레소바,서울특별시 중구 명동길 73,카페 / 디저트,만원 미만,26,3.3
354,루프트커피,서울특별시 중구 삼일대로 308 조양빌딩 1F,카페 / 디저트,만원 미만,14,3.2
355,마뫼,서울특별시 중구 소파로 41,카페 / 디저트,만원 미만,8,3.2
356,여섯시오븐,서울특별시 중구 남대문로 81 롯대백화점 본점 B1,베이커리,만원 미만,9,
357,딸깍발이,서울특별시 중구 서애로 18-9,카페 / 디저트,만원 미만,10,
358,가무,서울특별시 중구 명동4길 16,카페 / 디저트,만원 미만,7,
359,핑크풀카페,서울특별시 중구 명동8길 37-8 스타일난다핑크호텔,카페 / 디저트,만원 미만,2,
360,원스쿠키즈,서울특별시 용산구 신흥로36길 7 B1,카페 / 디저트,만원 미만,4,
361,행복이가득한집,서울특별시 용산구 후암로 21-2 1F,카페 / 디저트,만원 미만,4,
362,케이코쇼텐,서울특별시 중구 퇴계로24길 12-1,카페 / 디저트,만원 미만,6,
363,그라츠과자점,서울특별시 중구 을지로 66,베이커리,만원 미만,6,
364,빈스빈스,서울특별시 중구 명동8나길 10,카페 / 디저트,만원 미만,3,
365,오이스터,서울특별시 용산구 두텁바위로 108,카페 / 디저트,만원 미만,3,
366,카페드파리,서울특별시 중구 명동10길 40 2-3F,카페 / 디저트,만원 미만,2,
367,허니버터아몬드 앤 프렌즈,서울특별시 중구 퇴계로 123,카페 / 디저트,만원 미만,3,
368,바켄,서울특별시 중구 삼일대로 343 2F,카페 / 디저트,만원 미만,3,
369,로이터,서울특별시 중구 필동로5길 7,카페 / 디저트,만원 미만,4,
370,스타벅스,서울특별시 중구 퇴계로 100 스테이트타워 남산,카페 / 디저트,만원 미만,2,
371,선데이사운즈,서울특별시 용산구 두텁바위로37길 6 1F,카페 / 디저트,만원 미만,2,
372,폴바셋,서울특별시 중구 남대문로 81 롯데백화점 본점 B1,카페 / 디저트,만원 미만,6,
373,커피리브레,서울특별시 중구 명동길 74 102호,카페 / 디저트,만원 미만,4,
374,오뗄두스,서울특별시 중구 퇴계로 77 신세계백화점 본점 B1,베이커리,만원 미만,5,
375,Cup Of Tea,서울특별시 중구 퇴계로 159-6 하얀빌딩 5F,카페 / 디저트,만원 미만,2,
376,카페 남산아래,서울특별시 중구 소파로 129,카페 / 디저트,만원 미만,3,
377,뵈르 누아제트,서울특별시 중구 퇴계로36가길 83 1F,카페 / 디저트,만원 미만,1,
378,홍미당,서울특별시 중구 남대문로 81 롯데백화점 본점 B1,베이커리,만원 미만,6,
379,홍철책빵,서울특별시 용산구 한강대로102길 57,카페 / 디저트,만원 미만,5,
380,케이키 (휴업중),서울특별시 용산구 후암로48길 17,카페 / 디저트,만원 미만,1,
381,해피레몬플러스,서울특별시 중구 명동9길 20,카페 / 디저트,만원 미만,4,
382,누시,서울특별시 용산구 소월로2길 17 1F,카페 / 디저트,만원 미만,3,
383,몽슈슈,서울특별시 중구 퇴계로 77 신세계백화점 본점 B1,카페 / 디저트,만원 미만,2,
384,루아르커피바,서울특별시 중구 소공로 96,카페 / 디저트,만원 미만,1,
385,핫텐도,서울특별시 중구 남대문로 81 롯데백화점 본점 B1,베이커리,만원 미만,4,
386,아티제,서울특별시 중구 삼일대로 343 대신파이낸스센터 1F,카페 / 디저트,만원 미만,2,
387,유니콘플랜,서울특별시 중구 소공로 63  신세계백화점 본점,베이커리,만원 미만,2,
388,커피광,서울특별시 중구 삼일대로 330 ,카페 / 디저트,만원 미만,1,
389,공차,서울특별시 중구 명동7길 12-1,카페 / 디저트,만원 미만,7,
390,빌리엔젤,서울특별시 중구 명동7길 16,카페 / 디저트,만원 미만,2,
391,전광수커피하우스,서울특별시 중구 명동길 74,카페 / 디저트,만원 미만,2,
392,샵도노커피,서울특별시 용산구 두텁바위로 81-2,카페 / 디저트,만원 미만,3,
393,스타벅스,서울특별시 중구 소공로 112,카페 / 디저트,만원 미만,2,
394,서향가비,서울특별시 중구 남대문로 52-1,카페 / 디저트,만원 미만,2,
395,플라잉스콘,서울특별시 중구 을지로 30 롯데백화점명동본점식품관 B1,베이커리,만원 미만,2,
396,유월커피,서울특별시 중구 소공로 96 로컬스티치,카페 / 디저트,만원 미만,2,
397,만랩나미브,서울특별시 중구 마른내로 18 1F,카페 / 디저트,만원 미만,2,
398,후암연립,서울특별시 용산구 두텁바위로1길 104,카페 / 디저트,만원 미만,1,
399,어스돔,서울특별시 중구 퇴계로36가길 46  1F,카페 / 디저트,만원 미만,1,
400,카페오랑쥬,서울특별시 중구 퇴계로36길 32,카페 / 디저트,만원 미만,3,
401,스타벅스,서울특별시 중구 명동길 60,카페 / 디저트,만원 미만,2,
402,카페와플온,서울특별시 중구 명동10길 7-3,카페 / 디저트,만원 미만,1,
403,로투스,서울특별시 중구 삼일대로9길 6 101호,카페 / 디저트,만원 미만,1,
404,유아히어,서울특별시 중구 명동9길 23 한양빌딩,카페 / 디저트,만원 미만,1,
405,롤링핀,서울특별시 중구 명동길 1-8,베이커리,만원 미만,2,
406,몽샹82,서울특별시 중구 남대문로 81 롯데백화점 본점 B1,카페 / 디저트,만원 미만,2,
407,할리스커피,서울특별시 중구 퇴계로36길 2,카페 / 디저트,만원 미만,1,
408,나리꼬모,서울특별시 중구 을지로 30,카페 / 디저트,만원 미만,1,
409,따팡,서울특별시 용산구 후암로 20 1F,베이커리,만원 미만,2,
