u_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
416,0.0032836840644851683,0.0,0.021343946419153593,0.018918497962431596,0.017163173409216293,0.0,0.0,0.0,0.04459360234001733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023122608620749725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04162069551734951,0.0,0.0,0.0,0.0,0.0,0.0,0.03468391293112459,0.0,0.0,0.0,0.0037327978042465924,0.0,0.0,0.0,0.0,0.008324139103469902,0.0,0.0,0.0,0.0,0.23783254581342575,0.009197943760740223,0.0,0.4162069551734951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009679231515662676,0.0,0.018918497962431596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04756650916268515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04381125843931527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,0.00686835477641979,0.022691391644803424,0.056392807637973004,0.023603807742409156,0.06739037407596259,0.0,0.010015116110568977,0.0,0.009818390615539942,0.0,0.009398801272995501,0.0,0.01666151134758293,0.011526831749900142,0.014374637241051943,0.0,0.0,0.0067880231416078615,0.009398801272995501,0.030546104137235377,0.0,0.003215379382866882,0.019091315085772113,0.048873766619576604,0.07636526034308845,0.0,0.0,0.0,0.0,0.007636526034308844,0.00977475332391532,0.013576046283215723,0.03869173190716481,0.004525348761071908,0.0,0.0061092208274470755,0.0,0.030546104137235377,0.0,0.010182034712411792,0.0,0.0,0.005091017356205896,0.009818390615539942,0.061092208274470754,0.0,0.018629014182349826,0.0,0.011253827840034087,0.0,0.0,0.009163831241170614,0.0,0.0,0.0,0.012553193481055634,0.008727458324924393,0.008438150314153419,0.012218441654894151,0.0,0.003818263017154422,0.0,0.0,0.0,0.0,0.015883974151362397,0.0061092208274470755,0.0,0.0,0.006430758765733764,0.007636526034308844,0.0,0.0,0.010780977930788955,0.030546104137235377,0.0,0.005553837115860978,0.0,0.0,0.0,0.0,0.011454789051463268,0.007219988250619271,0.014917864811207975,0.0,0.00971921495275671,0.0,0.00244368833097883,0.00977475332391532,0.00796854890536575,0.0,0.0,0.005553837115860978,0.0,0.0015273052068617689,0.0,0.00977475332391532,0.0,0.0052364749949546366,0.006479476635171141,0.0,0.0,0.005091017356205896,0.011978864367543285,0.0061092208274470755,0.007636526034308844,0.0,0.0,0.0,0.004072813884964717,0.0,0.003215379382866882,0.0,0.020364069424823585,0.0,0.0,0.011107674231721956,0.0,0.030546104137235377,0.0
148,0.004599507936725065,0.0,0.006185545156285432,0.0,0.09035997408717997,0.0,0.0065911546747303785,0.0,0.012923371130096346,0.0,0.004123696770856954,0.0,0.007310189730155511,0.003034418378555117,0.007095184149856818,0.0,0.0,0.015635683589499284,0.008247393541713909,0.0,0.0,0.0,0.005025755439481913,0.01608241740634212,0.3417513698847701,0.0,0.04020604351585531,0.0,0.0,0.0,0.009649450443805272,0.004467338168428367,0.01608241740634212,0.01786935267371347,0.08041208703171061,0.00402060435158553,0.0,0.0,0.0,0.0134020145052851,0.0,0.0,0.0,0.008615580753397564,0.0,0.0,0.012260138829946908,0.0,0.008464430213864274,0.007480194142484708,0.0,0.002412362610951318,0.0,0.007658294003020058,0.0,0.013218425265486675,0.0,0.00977384483258361,0.0,0.08041208703171061,0.008795072019093348,0.0,0.0,0.0,0.0,0.004824725221902636,0.0,0.0,0.0,0.004232215106932137,0.005025755439481913,0.0,0.0,0.0,0.0,0.0,0.0024367299100518367,0.0,0.0,0.0,0.0,0.0,0.006579170757139959,0.003740097071242354,0.0,0.01827547432538878,0.0,0.0,0.0,0.003496177697030896,0.0,0.04824725221902637,0.007310189730155511,0.0,0.002010302175792765,0.0,0.006432966962536849,0.0,0.0022974882009060174,0.0024367299100518367,0.0,0.0,0.0,0.0015767075888570709,0.0026804029010570204,0.0,0.0,0.0,0.0,0.0,0.0,0.004232215106932137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,0.0012044349669882337,0.01744710080751527,0.0,0.0,0.006295345652196231,0.0,0.0,0.0,0.010904438004697042,0.0,0.015657654570847036,0.0,0.0,0.011521670344585556,0.0,0.0,0.0,0.016962459118417622,0.0,0.061064852826303445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024425941130521378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08723550403757634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007100564282128307,0.0,0.013878375642341692,0.0,0.0,0.0,0.0,0.0,0.0,0.05551350256936677,0.0,0.0,0.0,0.0,0.0,0.0,0.009252250428227795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6106485282630344,0.050887377355252866,0.0,0.0,0.0,0.0,0.0,0.0
406,0.0,0.0,0.19560613588010642,0.0,0.3539059468758627,0.0,0.0,0.0,0.0,0.0,0.09780306794005321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06811285088682277,0.0,0.0,0.034209144840018614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02107358922465235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04435255406583808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057792721964576896,0.0,0.0,0.0,0.0,0.12714398832206916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,0.006739590274328214,0.0225294874884686,0.060656312468953914,0.017921183229463657,0.05690437561520419,0.0,0.004308918372111481,0.0,0.0,0.0,0.006739590274328213,0.0,0.02389491097261821,0.004959321145260383,0.0,0.0,0.0,0.0,0.013479180548656426,0.0,0.0,0.027667791652505293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009734963729585197,0.035045869426506705,0.009734963729585197,0.0,0.0,0.0,0.026284402069880034,0.0,0.04380733678313339,0.0,0.0,0.0,0.009387286453528583,0.0,0.0,0.009429381908477141,0.0,0.006916947913126323,0.006112651644158147,0.0,0.007885320620964009,0.0,0.0,0.0,0.02520422116289866,0.0,0.008713061459628739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013833895826252647,0.00821387564683751,0.0,0.0,0.023192119473423554,0.0,0.0,0.00796497032420607,0.0,0.0,0.0,0.0,0.0,0.004778982194523642,0.0030563258220790736,0.0,0.011947455486309105,0.0,0.010513760827952013,0.0,0.0,0.08761467356626677,0.0,0.0,0.0,0.0065711005174700085,0.0,0.0,0.0,0.007509829162822866,0.0,0.0,0.0,0.04380733678313339,0.005153804327427457,0.0,0.0,0.0,0.0,0.0,0.035045869426506705,0.0,0.0,0.0,0.0,0.0,0.2628440206988003,0.02389491097261821,0.0,0.0,0.0
78,0.003694583384924974,0.007298001725286864,0.019648466183464632,0.0077403048601527346,0.044766093057172,0.0,0.002791585359399347,0.0,0.01824500431321716,0.0,0.0021831629092738483,0.0,0.0077403048601527346,0.0048194351016045325,0.0062605406957117705,0.0,0.0,0.011825465758566679,0.019648466183464632,0.025543006038504026,0.0,0.0,0.005321459591355005,0.034057341384672035,0.02128583836542002,0.0,0.0,0.0,0.1135244712822401,0.01064291918271001,0.006811468276934406,0.0015767287678088904,0.017028670692336018,0.0,0.08514335346168007,0.008514335346168009,0.0,0.0,0.01064291918271001,0.0,0.0,0.0,0.007095279455140006,0.015204170261014298,0.08514335346168007,0.0,0.012217880317371132,0.0060816681044057195,0.0022406145647810545,0.001980077987480932,0.0,0.009365768880784808,0.0,0.0,0.0,0.00466538923077699,0.0,0.0037632421419527104,0.0,0.0,0.0013303648978387512,0.0,0.0,0.0,0.012163336208811439,0.013622936553868812,0.017028670692336018,0.007095279455140006,0.0,0.004481229129562109,0.007982189387032507,0.0,0.0,0.005008432556569417,0.0,0.0,0.0077403048601527346,0.0,0.0,0.0,0.03649000862643432,0.015964378774065015,0.0030961219440610935,0.001980077987480932,0.0,0.017415685935343653,0.0,0.006811468276934406,0.0,0.0148075397324661,0.0,0.017028670692336018,0.07740304860152736,0.0,0.002128583836542002,0.0,0.0,0.0,0.007298001725286864,0.0077403048601527346,0.0,0.0,0.0,0.001669477518856472,0.0,0.0,0.0,0.0,0.0,0.011352447128224011,0.003701884933116525,0.004481229129562109,0.0,0.007095279455140006,0.0,0.0,0.0,0.0,0.04257167673084004,0.0
262,0.0062567396179345315,0.0,0.0,0.024031568077975813,0.02180183495733888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027112538344382965,0.0,0.0,0.0,0.0,0.0,0.2643472488577339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04405787480962232,0.018881946346980993,0.0,0.0,0.028449928128186613,0.15105557077584794,0.027826026195550937,0.0,0.0,0.0,0.0,0.0,0.0,0.014484780759327886,0.0,0.005841928151552131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009612627231190324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026434724885773395,0.0,0.0,0.21147779908618716,0.03021111415516959,0.0,0.0,0.0,0.08811574961924463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.014121804384933162,0.0,0.03974487213491498,0.0,0.009028694606760547,0.0,0.009834828053792738,0.0,0.028243608769866323,0.0,0.0,0.010391516434196101,0.008099270161946961,0.0,0.0,0.03059724283402185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1835834570041311,0.0,0.022030014840495733,0.01019908094467395,0.0,0.0203981618893479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022947932125516386,0.0,0.0,0.0,0.014818395632620449,0.0,0.028986861632231225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0786786244303419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022030014840495733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03442189818827458,0.015020464663974362,0.0064040740815394575,0.0,0.0,0.0,0.022030014840495733,0.0,0.0,0.0,0.0,0.10013643109316242,0.0,0.013768759275309834,0.0,0.0660900445214872,0.0,0.0,0.016689405182193737,0.0,0.0,0.09179172850206554,0.04319610753038379,0.0,0.0,0.0,0.0,0.0,0.03671669140082622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.1034960620854898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20914829213109395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061969864335138944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47805323915678616,0.01848824681821825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09842272570875009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030421569764522753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,0.00838315877942539,0.03035901072263338,0.04359242565301203,0.0048298426149644014,0.054771411097534445,0.0,0.006967641805194547,0.0,0.011384629020987518,0.0,0.005449053206626504,0.0,0.0,0.0,0.0,0.0,0.0,0.005903140973845379,0.010898106413253008,0.0,0.0,0.0,0.013282067191152104,0.042502615011686735,0.05312826876460842,0.0,0.0,0.01517950536131669,0.0,0.0,0.008500523002337347,0.00393542731589692,0.01416753833722891,0.0,0.0,0.010625653752921684,0.0,0.021251307505843368,0.0,0.0,0.0,0.0,0.0,0.007589752680658345,0.0,0.0,0.009529734307553078,0.0,0.011184898687285982,0.004942164536242643,0.0,0.0021251307505843367,0.0,0.0,0.0,0.0,0.0,0.0011741053870631694,0.0,0.21251307505843367,0.003320516797788026,0.0,0.0,0.0,0.0,0.01275078450350602,0.0,0.008854711460768069,0.0,0.0,0.013282067191152104,0.0,0.0,0.0,0.10625653752921684,0.0,0.0,0.0,0.0,0.05312826876460842,0.0,0.013282067191152104,0.011591622275914563,0.0024710822681213215,0.0,0.0,0.0,0.008500523002337347,0.008500523002337347,0.04619849457792036,0.0,0.0,0.0,0.0,0.0,0.0,0.008500523002337347,0.0,0.0,0.0,0.0,0.0,0.0,0.033335384322891556,0.01416753833722891,0.0,0.0,0.0,0.0,0.0,0.0,0.022369797374571964,0.0,0.0,0.0,0.0,0.0,0.019319370459857606,0.0,0.0
83,0.005288424366793493,0.0,0.01374990335366308,0.012187414336201368,0.04422649326126682,0.0,0.017581843632552795,0.0,0.009575825549872503,0.0,0.0,0.0,0.0,0.010117853411186041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5362462307928602,0.0,0.0,0.0,0.017874874359762004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009575825549872503,0.0,0.0,0.0,0.03830330219949001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002962686357971603,0.0,0.0,0.00837884735613844,0.0,0.0,0.0,0.0,0.010724924615857204,0.0,0.022343592949702507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004874965734480547,0.0,0.0,0.012187414336201368,0.0,0.0,0.0,0.06994516053819916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016249885781601824,0.0,0.0,0.0,0.021029263952661182,0.0,0.0,0.0,0.0,0.0,0.0,0.11657526756366525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
